PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Deck,Family_Size,FamilyGroup,NumericFamilySize,TicketPrefix,PassengerStatus,DetailedPassengerStatus,GroupSize,AgeGroup,TitleEncoded,IsAlone,FamilyName,EmbarkedCategory,Pclass_Fare,Title_AgeGroup,Age*Class,Fare_Per_Person
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Sawyer,Southampton,24.150000000000002,Mr_Adult,73.5,8.05
678,1,3,"Turja, Miss. Anna Sofia",female,18.0,0,0,4138,9.8417,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Miss,1,Turja,Southampton,29.5251,Miss_Teen,54.0,9.8417
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,,S,Mrs,Unknown,8,Large,2,CA,Low,Low-Class Passenger,6,Adult,Mrs,0,Goodwin,Southampton,140.7,Mrs_Adult,129.0,7.816666666666666
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,Mr,B,2,Small,1,PC,Wealthy,Wealthy Passenger,3,Adult,Mr,0,Cardeza,Cherbourg,512.3292,Mr_Adult,36.0,170.7764
681,0,3,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Peters,Queenstown,24.412499999999998,Miss_Unknown,,8.1375
682,1,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,D49,C,Mr,D,1,Solo,0,PC,Middle,Middle-Class Passenger,3,Adult,Mr,1,Hassab,Cherbourg,76.7292,Mr_Adult,27.0,25.576400000000003
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20.0,0,0,6563,9.225,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Olsvigen,Southampton,27.674999999999997,Mr_Adult,60.0,9.225
684,0,3,"Goodwin, Mr. Charles Edward",male,14.0,5,2,CA 2144,46.9,,S,Mr,Unknown,8,Large,2,CA,Low,Low-Class Passenger,6,Teen,Mr,0,Goodwin,Southampton,140.7,Mr_Teen,42.0,7.816666666666666
685,0,2,"Brown, Mr. Thomas William Solomon",male,60.0,1,1,29750,39.0,,S,Mr,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Senior,Mr,0,Brown,Southampton,78.0,Mr_Senior,120.0,19.5
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25.0,1,2,SC/Paris 2123,41.5792,,C,Mr,Unknown,4,Small,1,SC/Paris,Middle,Middle-Class Passenger,3,Adult,Mr,0,Laroche,Cherbourg,83.1584,Mr_Adult,50.0,13.859733333333333
687,0,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,,S,Mr,Unknown,6,Large,2,None,Low,Low-Class Passenger,6,Teen,Mr,0,Panula,Southampton,119.0625,Mr_Teen,42.0,6.614583333333333
688,0,3,"Dakic, Mr. Branko",male,19.0,0,0,349228,10.1708,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,1,Teen,Mr,1,Dakic,Southampton,30.5124,Mr_Teen,57.0,10.1708
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18.0,0,0,350036,7.7958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Fischer,Southampton,23.3874,Mr_Teen,54.0,7.7958
690,1,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S,Miss,B,2,Small,1,None,Wealthy,Wealthy Passenger,3,Teen,Miss,0,Madill,Southampton,211.3375,Miss_Teen,15.0,70.44583333333334
691,1,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,B20,S,Mr,B,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Dick,Southampton,57.0,Mr_Adult,31.0,28.5
692,1,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,,C,Miss,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Child,Miss,0,Karun,Cherbourg,40.2501,Miss_Child,12.0,13.4167
693,1,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,7,Unknown,Mr,1,Lam,Southampton,169.4874,Mr_Unknown,,8.070828571428573
694,0,3,"Saad, Mr. Khalil",male,25.0,0,0,2672,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Saad,Cherbourg,21.674999999999997,Mr_Adult,75.0,7.225
695,0,1,"Weir, Col. John",male,60.0,0,0,113800,26.55,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Senior,Mr,1,Weir,Southampton,26.55,Mr_Senior,60.0,26.55
696,0,2,"Chapman, Mr. Charles Henry",male,52.0,0,0,248731,13.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Chapman,Southampton,27.0,Mr_Adult,104.0,13.5
697,0,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Kelly,Southampton,24.150000000000002,Mr_Adult,132.0,8.05
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Mullens,Queenstown,23.1999,Miss_Unknown,,7.7333
699,0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C68,C,Mr,C,3,Small,1,None,Wealthy,Wealthy Passenger,4,Adult,Mr,0,Thayer,Cherbourg,110.8833,Mr_Adult,49.0,27.720825
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,Mr,F,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Humblen,Southampton,22.950000000000003,Mr_Adult,126.0,7.65
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C62 C64,C,Mrs,C,2,Small,1,PC,Wealthy,Wealthy Passenger,4,Teen,Mrs,0,Astor,Cherbourg,227.525,Mrs_Teen,18.0,56.88125
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,26.2875,E24,S,Mr,E,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Adult,Mr,1,Silverthorne,Southampton,26.2875,Mr_Adult,35.0,26.2875
703,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,,C,Miss,Unknown,2,Small,1,None,Low,Low-Class Passenger,2,Teen,Miss,0,Barbara,Cherbourg,43.3626,Miss_Teen,54.0,7.2271
704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Gallagher,Queenstown,23.225099999999998,Mr_Adult,75.0,7.7417
705,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,,S,Mr,Unknown,2,Small,1,None,Low,Migrant,1,Adult,Mr,0,Hansen,Southampton,23.5626,Mr_Adult,78.0,7.8542
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Mr,1,Morley,Southampton,52.0,Mr_Adult,78.0,13.0
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,,S,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Kelly,Southampton,27.0,Mrs_Adult,90.0,13.5
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S,Mr,E,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Adult,Mr,1,Calderhead,Southampton,26.2875,Mr_Adult,42.0,26.2875
709,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,,S,Miss,Unknown,1,Solo,0,None,Wealthy,Wealthy Passenger,4,Adult,Miss,1,Cleaver,Southampton,151.55,Miss_Adult,22.0,37.8875
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,C,Master,Unknown,3,Small,1,None,Low,Low-Class Passenger,2,Unknown,Master,0,Moubarek,Cherbourg,45.737399999999994,Master_Unknown,,7.6229
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C,Mrs,C,1,Solo,0,PC,Middle,Middle-Class Passenger,1,Adult,Mrs,1,Mayne,Cherbourg,49.5042,Mrs_Adult,24.0,49.5042
712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S,Mr,C,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Klaber,Southampton,26.55,Mr_Unknown,,26.55
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S,Mr,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Taylor,Southampton,52.0,Mr_Adult,48.0,26.0
714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Larsson,Southampton,28.4499,Mr_Adult,87.0,9.4833
715,0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,2,Adult,Mr,1,Greenberg,Southampton,26.0,Mr_Adult,104.0,6.5
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S,Mr,F,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Soholt,Southampton,22.950000000000003,Mr_Teen,57.0,7.65
717,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C45,C,Miss,C,1,Solo,0,PC,Wealthy,Wealthy Passenger,4,Adult,Miss,1,Endres,Cherbourg,227.525,Miss_Adult,38.0,56.88125
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S,Miss,E,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Troutt,Southampton,21.0,Miss_Adult,54.0,10.5
719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,1,Unknown,Mr,1,McEvoy,Queenstown,46.5,Mr_Unknown,,15.5
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Johnson,Southampton,23.325000000000003,Mr_Adult,99.0,7.775
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,,S,Miss,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,3,Child,Miss,0,Harper,Southampton,66.0,Miss_Child,12.0,11.0
722,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,,S,Mr,Unknown,2,Small,1,None,Low,Migrant,1,Teen,Mr,0,Jensen,Southampton,21.162599999999998,Mr_Teen,51.0,7.0542
723,0,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Gillespie,Southampton,26.0,Mr_Adult,68.0,13.0
724,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Hodges,Southampton,26.0,Mr_Adult,100.0,13.0
725,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,E8,S,Mr,E,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Chambers,Southampton,53.1,Mr_Adult,27.0,26.55
726,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Oreskovic,Southampton,25.987499999999997,Mr_Adult,60.0,8.6625
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,,S,Mrs,Unknown,4,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Renouf,Southampton,42.0,Mrs_Adult,60.0,10.5
728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Miss,1,Mannion,Queenstown,23.2125,Miss_Unknown,,7.7375
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,,S,Mr,Unknown,2,Small,1,None,Middle,Middle-Class Passenger,1,Adult,Mr,0,Bryhl,Southampton,52.0,Mr_Adult,50.0,26.0
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,,S,Miss,Unknown,2,Small,1,STON/O2.,Low,Migrant,1,Adult,Miss,0,Ilmakangas,Southampton,23.775,Miss_Adult,75.0,7.925
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,B5,S,Miss,B,1,Solo,0,None,Wealthy,Wealthy Passenger,3,Adult,Miss,1,Allen,Southampton,211.3375,Miss_Adult,29.0,70.44583333333334
732,0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,,C,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Child,Mr,1,Hassan,Cherbourg,56.362500000000004,Mr_Child,33.0,9.39375
733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,0.0,,S,Mr,Unknown,1,Solo,0,None,Employee,Migrant,1,Unknown,Mr,1,Knight,Southampton,0.0,Mr_Unknown,,0.0
734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Berriman,Southampton,26.0,Mr_Adult,46.0,13.0
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Troupiansky,Southampton,26.0,Mr_Adult,46.0,13.0
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Adult,Mr,1,Williams,Southampton,48.300000000000004,Mr_Adult,85.5,8.05
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,,S,Mrs,Unknown,5,Large,2,W./C.,Low,Low-Class Passenger,4,Adult,Mrs,0,Ford,Southampton,103.125,Mrs_Adult,144.0,8.59375
738,1,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,512.3292,B101,C,Mr,B,1,Solo,0,PC,Wealthy,Wealthy Passenger,3,Adult,Mr,1,Lesurer,Cherbourg,512.3292,Mr_Adult,35.0,170.7764
739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Ivanoff,Southampton,23.6874,Mr_Unknown,,7.8958
740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Nankoff,Southampton,23.6874,Mr_Unknown,,7.8958
741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30.0,D45,S,Mr,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mr,1,Hawksford,Southampton,30.0,Mr_Unknown,,30.0
742,0,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,C46,S,Mr,C,2,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mr,0,Cavendish,Southampton,78.85,Mr_Adult,36.0,39.425
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Miss,B,5,Large,2,PC,Wealthy,Wealthy Passenger,2,Adult,Miss,0,Ryerson,Cherbourg,262.375,Miss_Adult,21.0,131.1875
744,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,,S,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,1,Adult,Mr,0,McNamee,Southampton,48.300000000000004,Mr_Adult,72.0,16.1
745,1,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,,S,Mr,Unknown,1,Solo,0,STON/O,Low,Migrant,1,Adult,Mr,1,Stranden,Southampton,23.775,Mr_Adult,93.0,7.925
746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,71.0,B22,S,Mr,B,3,Small,1,WE/P,Middle,Middle-Class Passenger,2,Senior,Mr,0,Crosby,Southampton,71.0,Mr_Senior,70.0,35.5
747,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,,S,Mr,Unknown,3,Small,1,C.A.,Low,Low-Class Passenger,2,Teen,Mr,0,Abbott,Southampton,60.75,Mr_Teen,48.0,10.125
748,1,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,,S,Miss,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Miss,1,Sinkkonen,Southampton,26.0,Miss_Adult,60.0,13.0
749,0,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,D30,S,Mr,D,2,Small,1,None,Middle,Middle-Class Passenger,1,Teen,Mr,0,Marvin,Southampton,53.1,Mr_Teen,19.0,53.1
750,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Connaghton,Queenstown,23.25,Mr_Adult,93.0,7.75
751,1,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,,S,Miss,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,1,Child,Miss,0,Wells,Southampton,46.0,Miss_Child,8.0,23.0
752,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S,Master,E,2,Small,1,None,Low,Low-Class Passenger,2,Child,Master,0,Moor,Southampton,37.425,Master_Child,18.0,6.2375
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Vande Velde,Southampton,28.5,Mr_Adult,99.0,9.5
754,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Jonkoff,Southampton,23.6874,Mr_Adult,69.0,7.8958
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,,S,Mrs,Unknown,4,Small,1,None,Middle,Middle-Class Passenger,2,Adult,Mrs,0,Herman,Southampton,130.0,Mrs_Adult,96.0,32.5
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,Master,Unknown,3,Small,1,None,Middle,Middle-Class Passenger,2,Child,Master,0,Hamalainen,Southampton,29.0,Master_Child,1.34,7.25
757,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Carlsson,Southampton,23.3874,Mr_Adult,84.0,7.7958
758,0,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,,S,Mr,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Teen,Mr,1,Bailey,Southampton,23.0,Mr_Teen,36.0,11.5
759,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Theobald,Southampton,24.150000000000002,Mr_Adult,102.0,8.05
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,B77,S,Mrs,B,1,Solo,0,None,Middle,Middle-Class Passenger,3,Adult,Mrs,1,Rothes,Southampton,86.5,Mrs_Adult,33.0,28.833333333333332
761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S,Mr,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Unknown,Mr,1,Garfirth,Southampton,43.5,Mr_Unknown,,7.25
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,,S,Mr,Unknown,1,Solo,0,SOTON/O2,Low,Migrant,1,Adult,Mr,1,Nirva,Southampton,21.375,Mr_Adult,123.0,7.125
763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Barah,Cherbourg,21.6876,Mr_Adult,60.0,7.2292
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,120.0,B96 B98,S,Mrs,B,4,Small,1,None,Wealthy,Wealthy Passenger,4,Adult,Mrs,0,Carter,Southampton,120.0,Mrs_Adult,36.0,30.0
765,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Eklund,Southampton,23.325000000000003,Mr_Teen,48.0,7.775
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,D11,S,Mrs,D,2,Small,1,None,Middle,Middle-Class Passenger,3,Adult,Mrs,0,Hogeboom,Southampton,77.9583,Mrs_Adult,51.0,25.986099999999997
767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C,Mrs,Unknown,1,Solo,0,None,Middle,Middle-Class Passenger,1,Unknown,Mrs,1,Brewe,Cherbourg,39.6,Mrs_Unknown,,39.6
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Miss,1,Mangan,Queenstown,23.25,Miss_Adult,91.5,7.75
769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q,Mr,Unknown,2,Small,1,None,Low,Low-Class Passenger,3,Unknown,Mr,0,Moran,Queenstown,72.44999999999999,Mr_Unknown,,8.049999999999999
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Gronnestad,Southampton,25.087500000000002,Mr_Adult,96.0,8.3625
771,0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Lievens,Southampton,28.5,Mr_Adult,72.0,9.5
772,0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,7.8542,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Jensen,Southampton,23.5626,Mr_Adult,144.0,7.8542
773,0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,Mrs,E,1,Solo,0,S.O./P.P.,Middle,Middle-Class Passenger,2,Adult,Mrs,1,Mack,Southampton,21.0,Mrs_Adult,114.0,5.25
774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Elias,Cherbourg,21.674999999999997,Mr_Unknown,,7.225
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,,S,Mrs,Unknown,5,Large,2,None,Middle,Middle-Class Passenger,1,Adult,Mrs,0,Hocking,Southampton,46.0,Mrs_Adult,108.0,23.0
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Mr,1,Myhrman,Southampton,23.25,Mr_Teen,54.0,7.75
777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q,Mr,F,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Tobin,Queenstown,23.25,Mr_Unknown,,7.75
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,,S,Miss,Unknown,1,Solo,0,None,Low,Low-Class Passenger,2,Child,Miss,1,Emanuel,Southampton,37.425,Miss_Child,15.0,6.2375
779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Unknown,Mr,1,Kilgannon,Queenstown,23.2125,Mr_Unknown,,7.7375
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,B3,S,Mrs,B,2,Small,1,None,Wealthy,Wealthy Passenger,3,Adult,Mrs,0,Robert,Southampton,211.3375,Mrs_Adult,43.0,70.44583333333334
781,1,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,,C,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Miss,1,Ayoub,Cherbourg,21.6876,Miss_Teen,39.0,7.2292
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,57.0,B20,S,Mrs,B,2,Small,1,None,Middle,Middle-Class Passenger,2,Teen,Mrs,0,Dick,Southampton,57.0,Mrs_Teen,17.0,28.5
783,0,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,30.0,D6,S,Mr,D,1,Solo,0,None,Middle,Middle-Class Passenger,1,Adult,Mr,1,Long,Southampton,30.0,Mr_Adult,29.0,30.0
784,0,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,S,Mr,Unknown,4,Small,1,W./C.,Low,Low-Class Passenger,2,Unknown,Mr,0,Johnston,Southampton,70.35,Mr_Unknown,,11.725
785,0,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,Mr,Unknown,1,Solo,0,SOTON/O.Q.,Low,Migrant,1,Adult,Mr,1,Ali,Southampton,21.15,Mr_Adult,75.0,7.05
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,,S,Mr,Unknown,1,Solo,0,None,Low,Migrant,1,Adult,Mr,1,Harmer,Southampton,21.75,Mr_Adult,75.0,7.25
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,,S,Miss,Unknown,1,Solo,0,None,Low,Migrant,1,Teen,Miss,1,Sjoblom,Southampton,22.4874,Miss_Teen,54.0,7.4958
788,0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,,Q,Master,Unknown,6,Large,2,None,Low,Low-Class Passenger,5,Child,Master,0,Rice,Queenstown,87.375,Master_Child,24.0,5.825
789,1,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,,S,Master,Unknown,4,Small,1,C.A.,Low,Low-Class Passenger,2,Child,Master,0,Dean,Southampton,61.724999999999994,Master_Child,3.0,10.2875
